_id,id,anio,mun,estratos,sexo,edad,total,total_low,total_upp,dim,nomgeo
250,249,2015,14,Estrato medio,Hombre,0-11,7438,548362940144000,939237059856000,Educacion,Benito Juárez
251,250,2015,14,Estrato medio,Hombre,12-29,25293,202585419110000,303274580890000,Educacion,Benito Juárez
252,251,2015,14,Estrato medio,Hombre,45-59,27950,226621508323000,332378491677000,Educacion,Benito Juárez
253,252,2015,14,Estrato alto,Hombre,12-29,1555,107360622956000,203639377044000,Educacion,Benito Juárez
254,253,2015,14,Estrato alto,Hombre,45-59,6186,455331841947000,781868158053000,Educacion,Benito Juárez
255,254,2015,14,Estrato alto,Mujer,0-11,3437,250068221663000,437331778337000,Educacion,Benito Juárez
256,255,2015,14,Estrato alto,Mujer,60 y mas,5615,425895203652000,697104796348000,Educacion,Benito Juárez
257,256,2015,15,Pobreza muy alta,Hombre,0-11,2594,160338568627000,358461431373000,Educacion,Cuauhtémoc
258,257,2015,15,Pobreza muy alta,Hombre,12-29,907,490230488810000,132376951119000,Educacion,Cuauhtémoc
259,258,2015,15,Pobreza muy alta,Mujer,45-59,1771,110006425723000,244193574277000,Educacion,Cuauhtémoc
260,259,2015,15,Pobreza muy alta,Mujer,60 y mas,4733,340736160189000,605863839811000,Educacion,Cuauhtémoc
261,260,2015,15,Pobreza alta,Mujer,12-29,1325,680091271292000,196990872871000,Educacion,Cuauhtémoc
262,261,2015,15,Pobreza alta,Mujer,30-44,1615,998234122948000,22317658770500,Educacion,Cuauhtémoc
263,262,2015,15,Pobreza alta,Mujer,60 y mas,1431,100202626373000,185997373627000,Educacion,Cuauhtémoc
264,263,2015,15,Pobreza moderada,Hombre,60 y mas,4430,316652869143000,569347130857000,Educacion,Cuauhtémoc
265,264,2015,15,Pobreza moderada,Mujer,45-59,7696,567381881538000,971818118462000,Educacion,Cuauhtémoc
266,265,2015,15,Pobreza moderada,Mujer,60 y mas,7452,580654890484000,909745109516000,Educacion,Cuauhtémoc
267,266,2015,15,Satisfaccion mínima,Hombre,12-29,25161,215566710067000,287653289933000,Educacion,Cuauhtémoc
268,267,2015,15,Satisfaccion mínima,Mujer,12-29,22142,193503663802000,249336336198000,Educacion,Cuauhtémoc
269,268,2015,15,Satisfaccion mínima,Mujer,45-59,12775,103048672779000,152451327221000,Educacion,Cuauhtémoc
270,269,2015,15,Satisfaccion mínima,Mujer,60 y mas,13019,108922405879000,151457594121000,Educacion,Cuauhtémoc
271,270,2015,15,Estrato medio,Hombre,0-11,11032,899599411423000,130680058858000,Educacion,Cuauhtémoc
272,271,2015,15,Estrato medio,Hombre,12-29,27126,223209380924000,319310619076000,Educacion,Cuauhtémoc
273,272,2015,15,Estrato medio,Hombre,30-44,34883,286968990099000,410691009901000,Educacion,Cuauhtémoc
274,273,2015,15,Estrato medio,Hombre,45-59,25318,217623215548000,288736784452000,Educacion,Cuauhtémoc
275,274,2015,15,Estrato medio,Hombre,60 y mas,15634,12938741160900,18329258839100,Educacion,Cuauhtémoc
276,275,2015,15,Estrato medio,Mujer,30-44,38458,312071916393000,457088083607000,Educacion,Cuauhtémoc
277,276,2015,15,Estrato alto,Hombre,12-29,2268,122002213295000,331597786705000,Educacion,Cuauhtémoc
278,277,2015,15,Estrato alto,Hombre,30-44,2761,193632282365000,358567717635000,Educacion,Cuauhtémoc
279,278,2015,15,Estrato alto,Mujer,0-11,4801,372761172693000,587438827307000,Educacion,Cuauhtémoc
280,279,2015,15,Estrato alto,Mujer,30-44,2292,103297250984000,355102749016000,Educacion,Cuauhtémoc
281,280,2015,16,Pobreza muy alta,Hombre,0-11,1027,537773213499000,151622678650000,Educacion,Miguel Hidalgo
282,281,2015,16,Pobreza muy alta,Hombre,45-59,328,10846189840600,54753810159400,Educacion,Miguel Hidalgo
283,282,2015,16,Pobreza muy alta,Mujer,0-11,1092,624774194169000,155922580583000,Educacion,Miguel Hidalgo
284,283,2015,16,Pobreza muy alta,Mujer,30-44,329,112313463702000,545686536298000,Educacion,Miguel Hidalgo
285,284,2015,16,Pobreza muy alta,Mujer,No especificado,273,-541784486869000,60017844868700,Educacion,Miguel Hidalgo
286,285,2015,16,Pobreza alta,Mujer,0-11,67,-296505512960000,16365055129600,Educacion,Miguel Hidalgo
287,286,2015,16,Pobreza alta,Mujer,45-59,410,205823125826000,614176874174000,Educacion,Miguel Hidalgo
288,287,2015,16,Pobreza moderada,Hombre,0-11,256,379905933678000,474009406632000,Educacion,Miguel Hidalgo
289,288,2015,16,Pobreza moderada,Hombre,12-29,5340,372148538510000,695851461490000,Educacion,Miguel Hidalgo
290,289,2015,16,Pobreza moderada,Hombre,30-44,4225,264447107462000,580552892538000,Educacion,Miguel Hidalgo
291,290,2015,16,Pobreza moderada,Mujer,12-29,4981,314390221143000,681809778857000,Educacion,Miguel Hidalgo
292,291,2015,16,Satisfaccion mínima,Mujer,30-44,8336,569083517806000,109811648219000,Educacion,Miguel Hidalgo
293,292,2015,16,Satisfaccion mínima,Mujer,45-59,5694,361595708296000,777204291704000,Educacion,Miguel Hidalgo
294,293,2015,16,Estrato medio,Mujer,0-11,8513,566444723727000,113615527627000,Educacion,Miguel Hidalgo
295,294,2015,16,Estrato medio,Mujer,30-44,32907,226521406835000,431618593165000,Educacion,Miguel Hidalgo
296,295,2015,16,Estrato medio,Mujer,45-59,22343,159414899875000,287445100125000,Educacion,Miguel Hidalgo
297,296,2015,16,Estrato alto,Mujer,60 y mas,3556,247215575436000,463984424564000,Educacion,Miguel Hidalgo
298,297,2015,17,Pobreza muy alta,Hombre,12-29,549,203911023919000,894088976081000,Educacion,Venustiano Carranza
299,298,2015,17,Pobreza muy alta,Hombre,30-44,921,517664801381000,132433519862000,Educacion,Venustiano Carranza
300,299,2015,17,Pobreza muy alta,Hombre,45-59,500,188779428258000,811220571742000,Educacion,Venustiano Carranza
301,300,2015,17,Pobreza muy alta,Mujer,12-29,422,136918408804000,707081591196000,Educacion,Venustiano Carranza
302,301,2015,17,Pobreza muy alta,Mujer,30-44,817,362313688485000,127168631152000,Educacion,Venustiano Carranza
303,302,2015,17,Pobreza muy alta,Mujer,60 y mas,4477,344971800334000,550428199666000,Educacion,Venustiano Carranza
304,303,2015,17,Pobreza alta,Mujer,45-59,923,586944990565000,125905500944000,Educacion,Venustiano Carranza
305,304,2015,17,Pobreza alta,Mujer,60 y mas,1608,101510331792000,220089668208000,Educacion,Venustiano Carranza
306,305,2015,17,Pobreza moderada,Hombre,0-11,189,336646355654000,344335364435000,Educacion,Venustiano Carranza
307,306,2015,17,Pobreza moderada,Hombre,12-29,12086,890749323178000,15264506768200,Educacion,Venustiano Carranza
308,307,2015,17,Pobreza moderada,Hombre,30-44,10221,772957337192000,127124266281000,Educacion,Venustiano Carranza
309,308,2015,17,Pobreza moderada,Mujer,0-11,137,215303949075000,25246960509300,Educacion,Venustiano Carranza
310,309,2015,17,Pobreza moderada,Mujer,30-44,9951,770698475668000,121950152433000,Educacion,Venustiano Carranza
311,310,2015,17,Satisfaccion mínima,Hombre,30-44,12429,104025515631000,144554484369000,Educacion,Venustiano Carranza
312,311,2015,17,Satisfaccion mínima,Hombre,45-59,7977,623469103102000,971930896898000,Educacion,Venustiano Carranza
313,312,2015,17,Satisfaccion mínima,Mujer,0-11,12603,102696629402000,149363370598000,Educacion,Venustiano Carranza
314,313,2015,17,Satisfaccion mínima,Mujer,12-29,21085,177099915226000,244600084774000,Educacion,Venustiano Carranza
315,314,2015,17,Satisfaccion mínima,Mujer,60 y mas,13361,112932883916000,154287116084000,Educacion,Venustiano Carranza
316,315,2015,17,Estrato medio,Hombre,0-11,11805,935690750474000,14253092495300,Educacion,Venustiano Carranza
317,316,2015,17,Estrato medio,Hombre,12-29,18641,151489012015000,221330987985000,Educacion,Venustiano Carranza
318,317,2015,17,Estrato medio,Hombre,45-59,22985,196873177874000,262826822126000,Educacion,Venustiano Carranza
319,318,2015,17,Estrato medio,Mujer,12-29,20696,17690259850600,23701740149400,Educacion,Venustiano Carranza
320,319,2015,17,Estrato medio,Mujer,45-59,23455,20492908064700,26417091935300,Educacion,Venustiano Carranza
321,320,2015,17,Estrato medio,Mujer,60 y mas,12934,104167504335000,154512495665000,Educacion,Venustiano Carranza
322,321,2015,17,Estrato alto,Mujer,60 y mas,1375,912039879085000,183796012092000,Educacion,Venustiano Carranza
323,322,2015,2,Pobreza muy alta,Hombre,0-11,1675,104174604418000,230825395582000,Educacion,Azcapotzalco
324,323,2015,2,Pobreza muy alta,Mujer,0-11,1500,869755704300000,21302442957000,Educacion,Azcapotzalco
325,324,2015,2,Pobreza muy alta,Mujer,60 y mas,6130,423825553847000,802174446153000,Educacion,Azcapotzalco
326,325,2015,2,Pobreza alta,Hombre,12-29,623,30751250705800,93848749294200,Educacion,Azcapotzalco
327,326,2015,2,Pobreza alta,Mujer,12-29,800,351857228679000,124814277132000,Educacion,Azcapotzalco
328,327,2015,2,Pobreza alta,Mujer,30-44,1196,747338579239000,164466142076000,Educacion,Azcapotzalco
329,328,2015,2,Pobreza alta,Mujer,45-59,749,403365564696000,109463443530000,Educacion,Azcapotzalco
330,329,2015,2,Pobreza moderada,Hombre,0-11,197,483233794334000,345676620567000,Educacion,Azcapotzalco
331,330,2015,2,Pobreza moderada,Hombre,12-29,11769,92672078519300,142707921481000,Educacion,Azcapotzalco
332,331,2015,2,Pobreza moderada,Hombre,45-59,5437,394934412884000,692465587116000,Educacion,Azcapotzalco
333,332,2015,2,Pobreza moderada,Hombre,60 y mas,5148,374712900315000,654887099685000,Educacion,Azcapotzalco
334,333,2015,2,Pobreza moderada,Mujer,30-44,8677,675440234907000,105995976509000,Educacion,Azcapotzalco
335,334,2015,2,Pobreza moderada,Mujer,45-59,7124,566551210096000,858248789904000,Educacion,Azcapotzalco
336,335,2015,2,Satisfaccion mínima,Hombre,0-11,12405,106468839943000,141631160057000,Educacion,Azcapotzalco
337,336,2015,2,Satisfaccion mínima,Hombre,30-44,11015,905086186843000,129791381316000,Educacion,Azcapotzalco
338,337,2015,2,Satisfaccion mínima,Hombre,60 y mas,7032,542133679801000,864266320199000,Educacion,Azcapotzalco
339,338,2015,2,Satisfaccion mínima,Mujer,45-59,10113,807724008117000,12148759918800,Educacion,Azcapotzalco
340,339,2015,2,Estrato medio,Hombre,0-11,10570,881504715202000,123249528480000,Educacion,Azcapotzalco
341,340,2015,2,Estrato medio,Hombre,45-59,19294,171161860784000,214718139216000,Educacion,Azcapotzalco
342,341,2015,2,Estrato medio,Hombre,60 y mas,10068,817709247722000,119589075228000,Educacion,Azcapotzalco
343,342,2015,2,Estrato medio,Mujer,0-11,8738,709464220046000,10381357799500,Educacion,Azcapotzalco
344,343,2015,2,Estrato medio,Mujer,30-44,25372,218066040387000,289373959613000,Educacion,Azcapotzalco
345,344,2015,2,Estrato medio,Mujer,45-59,23096,192494574553000,269425425447000,Educacion,Azcapotzalco
346,345,2015,2,Estrato alto,Hombre,0-11,4570,329094636075000,584905363925000,Educacion,Azcapotzalco
347,346,2015,2,Estrato alto,Hombre,30-44,1078,570059182788000,15859408172100,Educacion,Azcapotzalco
348,347,2015,2,Estrato alto,Hombre,45-59,1813,12112654474600,24147345525400,Educacion,Azcapotzalco
349,348,2015,2,Estrato alto,Hombre,60 y mas,1854,120876458344000,249923541656000,Educacion,Azcapotzalco
350,349,2015,2,Estrato alto,Mujer,0-11,4184,279811019328000,556988980672000,Educacion,Azcapotzalco
351,350,2015,2,Estrato alto,Mujer,12-29,754,393448430049000,111455156995000,Educacion,Azcapotzalco
352,351,2015,2,Estrato alto,Mujer,45-59,1655,95625907082100,235374092918000,Educacion,Azcapotzalco
353,352,2015,3,Pobreza muy alta,Hombre,45-59,1598,113820692580000,205779307420000,Educacion,Coyoacán
354,353,2015,3,Pobreza muy alta,Mujer,60 y mas,6958,565743519245000,825856480755000,Educacion,Coyoacán
355,354,2015,3,Pobreza alta,Hombre,0-11,208,771000141246000,338899985875000,Educacion,Coyoacán
356,355,2015,3,Pobreza alta,Hombre,60 y mas,816,504995214665000,112700478534000,Educacion,Coyoacán
357,356,2015,3,Pobreza alta,Mujer,12-29,1310,952831750677000,166716824932000,Educacion,Coyoacán
358,357,2015,3,Pobreza moderada,Mujer,12-29,11669,944625952401000,138917404760000,Educacion,Coyoacán
359,358,2015,3,Pobreza moderada,Mujer,30-44,9614,767997257970000,115480274203000,Educacion,Coyoacán
360,359,2015,3,Pobreza moderada,Mujer,60 y mas,9321,775379113226000,108882088677000,Educacion,Coyoacán
361,360,2015,3,Satisfaccion mínima,Hombre,0-11,16359,138510778998000,188669221002000,Educacion,Coyoacán
362,361,2015,3,Satisfaccion mínima,Hombre,30-44,13170,111122088804000,152277911196000,Educacion,Coyoacán
363,362,2015,3,Satisfaccion mínima,Hombre,60 y mas,7059,584872064491000,826927935509000,Educacion,Coyoacán
364,363,2015,3,Satisfaccion mínima,Mujer,30-44,14589,121901861310000,169878138690000,Educacion,Coyoacán
365,364,2015,3,Estrato medio,Hombre,30-44,35604,309633010302000,402446989698000,Educacion,Coyoacán
366,365,2015,3,Estrato medio,Hombre,45-59,31912,272051661253000,366188338747000,Educacion,Coyoacán
367,366,2015,3,Estrato medio,Mujer,45-59,37350,319009664511000,427990335489000,Educacion,Coyoacán
368,367,2015,3,Estrato alto,Hombre,0-11,5938,456715287186000,730884712814000,Educacion,Coyoacán
369,368,2015,3,Estrato alto,Hombre,30-44,3118,207395162889000,416204837111000,Educacion,Coyoacán
370,369,2015,3,Estrato alto,Mujer,0-11,5050,413242919923000,596757080077000,Educacion,Coyoacán
371,370,2015,3,Estrato alto,Mujer,30-44,3006,195295835352000,405904164648000,Educacion,Coyoacán
372,371,2015,4,Pobreza muy alta,Mujer,12-29,416,191500963462000,640499036538000,Educacion,Cuajimalpa de Morelos
373,372,2015,4,Pobreza muy alta,Mujer,30-44,559,28389813471000,83410186529000,Educacion,Cuajimalpa de Morelos
374,373,2015,4,Pobreza muy alta,Mujer,60 y mas,2115,122515719891000,300484280109000,Educacion,Cuajimalpa de Morelos
375,374,2015,4,Pobreza muy alta,Mujer,No especificado,8,-130974840062000,290974840062000,Educacion,Cuajimalpa de Morelos
376,375,2015,4,Pobreza alta,Hombre,0-11,104,-442306284265000,252230628426000,Educacion,Cuajimalpa de Morelos
377,376,2015,4,Pobreza alta,Hombre,45-59,519,293522770515000,744477229485000,Educacion,Cuajimalpa de Morelos
378,377,2015,4,Pobreza alta,Mujer,60 y mas,674,321518396202000,102648160380000,Educacion,Cuajimalpa de Morelos
379,378,2015,4,Pobreza moderada,Hombre,45-59,2616,187750730713000,335449269287000,Educacion,Cuajimalpa de Morelos
380,379,2015,4,Pobreza moderada,Hombre,60 y mas,1427,982492257323000,187150774268000,Educacion,Cuajimalpa de Morelos
381,380,2015,4,Satisfaccion mínima,Hombre,30-44,5297,396641046159000,662758953841000,Educacion,Cuajimalpa de Morelos
382,381,2015,4,Satisfaccion mínima,Mujer,60 y mas,1473,859383144683000,208661685532000,Educacion,Cuajimalpa de Morelos
383,382,2015,4,Estrato medio,Hombre,45-59,6743,485572174759000,863027825241000,Educacion,Cuajimalpa de Morelos
384,383,2015,4,Estrato medio,Mujer,12-29,10456,725787510674000,136541248933000,Educacion,Cuajimalpa de Morelos
385,384,2015,4,Estrato medio,Mujer,30-44,11582,8060976529470,15103023470500,Educacion,Cuajimalpa de Morelos
386,385,2015,4,Estrato medio,Mujer,60 y mas,3203,18641780758900,45418219241100,Educacion,Cuajimalpa de Morelos
387,386,2015,4,Estrato alto,Hombre,12-29,530,-436732274350000,110367322743000,Educacion,Cuajimalpa de Morelos
388,387,2015,4,Estrato alto,Hombre,60 y mas,982,452827866775000,1511172133220,Educacion,Cuajimalpa de Morelos
389,388,2015,5,Pobreza muy alta,Hombre,12-29,2111,14010128372900,28209871627100,Educacion,Gustavo A. Madero
390,389,2015,5,Pobreza muy alta,Hombre,30-44,2441,188750731285000,299449268715000,Educacion,Gustavo A. Madero
391,390,2015,5,Pobreza muy alta,Mujer,12-29,2003,143234268695000,257365731305000,Educacion,Gustavo A. Madero
392,391,2015,5,Pobreza muy alta,Mujer,No especificado,386,139000334860000,632999665140000,Educacion,Gustavo A. Madero
393,392,2015,5,Pobreza alta,Hombre,12-29,3758,283329527585000,468270472415000,Educacion,Gustavo A. Madero
394,393,2015,5,Pobreza alta,Mujer,45-59,2825,214058598725000,350941401275000,Educacion,Gustavo A. Madero
395,394,2015,5,Pobreza alta,Mujer,60 y mas,5013,406615081544000,595984918456000,Educacion,Gustavo A. Madero
396,395,2015,5,Pobreza moderada,Hombre,12-29,40117,341056766173000,461283233827000,Educacion,Gustavo A. Madero
397,396,2015,5,Pobreza moderada,Mujer,12-29,35181,302404153926000,401215846074000,Educacion,Gustavo A. Madero
398,397,2015,5,Pobreza moderada,Mujer,60 y mas,23893,205173001279000,272686998721000,Educacion,Gustavo A. Madero
399,398,2015,5,Satisfaccion mínima,Hombre,45-59,24323,208218851535000,278241148465000,Educacion,Gustavo A. Madero
400,399,2015,5,Satisfaccion mínima,Hombre,60 y mas,20032,171253879380000,229386120620000,Educacion,Gustavo A. Madero
401,400,2015,5,Satisfaccion mínima,Mujer,60 y mas,26692,229202411315000,304637588685000,Educacion,Gustavo A. Madero
402,401,2015,5,Estrato medio,Hombre,12-29,54902,483392074973000,614647925027000,Educacion,Gustavo A. Madero
403,402,2015,5,Estrato medio,Hombre,30-44,47121,414762683460000,527657316540000,Educacion,Gustavo A. Madero
404,403,2015,5,Estrato medio,Hombre,45-59,50995,454433810974000,565466189026000,Educacion,Gustavo A. Madero
405,404,2015,5,Estrato medio,Mujer,0-11,31566,270698833707000,360621166293000,Educacion,Gustavo A. Madero
406,405,2015,5,Estrato alto,Hombre,30-44,2039,1506742610950,2571257389050,Educacion,Gustavo A. Madero
407,406,2015,5,Estrato alto,Hombre,45-59,4326,344257889067000,520942110933000,Educacion,Gustavo A. Madero
408,407,2015,5,Estrato alto,Mujer,0-11,12282,103964708104000,141675291896000,Educacion,Gustavo A. Madero
409,408,2015,5,Estrato alto,Mujer,12-29,2180,147284318990000,288715681010000,Educacion,Gustavo A. Madero
410,409,2015,5,Estrato alto,Mujer,30-44,2031,149071515335000,257128484665000,Educacion,Gustavo A. Madero
411,410,2015,6,Pobreza muy alta,Hombre,30-44,531,223379721428000,838620278572000,Educacion,Iztacalco
412,411,2015,6,Pobreza muy alta,Hombre,45-59,997,698178691825000,129582130817000,Educacion,Iztacalco
413,412,2015,6,Pobreza muy alta,Mujer,30-44,723,399671175799000,104632882420000,Educacion,Iztacalco
414,413,2015,6,Pobreza muy alta,Mujer,45-59,1284,59035130333300,197764869667000,Educacion,Iztacalco
415,414,2015,6,Pobreza alta,Mujer,0-11,180,-175613000511000,377561300051000,Educacion,Iztacalco
416,415,2015,6,Pobreza alta,Mujer,45-59,502,290705393823000,713294606177000,Educacion,Iztacalco
417,416,2015,6,Pobreza alta,Mujer,60 y mas,1427,94984882738500,190415117262000,Educacion,Iztacalco
418,417,2015,6,Pobreza moderada,Hombre,30-44,8492,674149352680000,10242506473200,Educacion,Iztacalco
419,418,2015,6,Pobreza moderada,Mujer,0-11,361,137452334456000,584547665544000,Educacion,Iztacalco
420,419,2015,6,Pobreza moderada,Mujer,60 y mas,6774,52178516639900,83301483360100,Educacion,Iztacalco
421,420,2015,6,Satisfaccion mínima,Hombre,0-11,11488,920112527552000,137748747245000,Educacion,Iztacalco
422,421,2015,6,Satisfaccion mínima,Hombre,12-29,19329,164964741930000,221615258070000,Educacion,Iztacalco
423,422,2015,6,Satisfaccion mínima,Mujer,12-29,20624,175344042995000,237135957005000,Educacion,Iztacalco
424,423,2015,6,Satisfaccion mínima,Mujer,45-59,9059,703320384405000,110847961560000,Educacion,Iztacalco
425,424,2015,6,Estrato medio,Hombre,45-59,20239,169319537940000,235460462060000,Educacion,Iztacalco
426,425,2015,6,Estrato medio,Hombre,60 y mas,9965,773975832731000,121902416727000,Educacion,Iztacalco
427,426,2015,6,Estrato medio,Mujer,0-11,10224,798367199791000,124643280021000,Educacion,Iztacalco
428,427,2015,6,Estrato alto,Hombre,30-44,624,294246804672000,953753195328000,Educacion,Iztacalco
429,428,2015,6,Estrato alto,Hombre,60 y mas,1794,781931034489000,280606896551000,Educacion,Iztacalco
430,429,2015,6,Estrato alto,Mujer,30-44,931,450218048947000,141178195105000,Educacion,Iztacalco
431,430,2015,6,Estrato alto,Mujer,60 y mas,974,397729399284000,155027060072000,Educacion,Iztacalco
432,431,2015,7,Pobreza muy alta,Mujer,45-59,10040,862344436400000,114565556360000,Educacion,Iztapalapa
433,432,2015,7,Pobreza muy alta,Mujer,60 y mas,26697,239003786986000,294936213014000,Educacion,Iztapalapa
434,433,2015,7,Pobreza alta,Hombre,12-29,8865,696964388129000,107603561187000,Educacion,Iztapalapa
435,434,2015,7,Pobreza alta,Mujer,12-29,7333,591670714472000,874929285528000,Educacion,Iztapalapa
436,435,2015,7,Pobreza moderada,Hombre,12-29,79723,721146845114000,873313154886000,Educacion,Iztapalapa
437,436,2015,7,Pobreza moderada,Hombre,30-44,57872,518381909274000,639058090726000,Educacion,Iztapalapa
438,437,2015,7,Pobreza moderada,Hombre,60 y mas,21995,200088559028000,239811440972000,Educacion,Iztapalapa
439,438,2015,7,Pobreza moderada,Mujer,12-29,69441,622308425407000,766511574593000,Educacion,Iztapalapa
440,439,2015,7,Pobreza moderada,Mujer,60 y mas,32302,293654041852000,352385958148000,Educacion,Iztapalapa
441,440,2015,7,Satisfaccion mínima,Hombre,30-44,54744,498420538348000,596459461652000,Educacion,Iztapalapa
442,441,2015,7,Satisfaccion mínima,Mujer,12-29,106832,984932367071000,115170763293000,Educacion,Iztapalapa
443,442,2015,7,Satisfaccion mínima,Mujer,30-44,67685,617716776876000,735983223124000,Educacion,Iztapalapa
444,443,2015,7,Satisfaccion mínima,Mujer,45-59,46254,420701845627000,504378154373000,Educacion,Iztapalapa
445,444,2015,7,Estrato alto,Hombre,12-29,1833,124910224867000,241689775133000,Educacion,Iztapalapa
446,445,2015,7,Estrato alto,Hombre,30-44,2434,177629106224000,309170893776000,Educacion,Iztapalapa
447,446,2015,7,Estrato alto,Hombre,45-59,4378,32121540252100,55438459747900,Educacion,Iztapalapa
448,447,2015,7,Estrato alto,Hombre,60 y mas,3972,29364693671800,50075306328200,Educacion,Iztapalapa
449,448,2015,7,Estrato alto,Mujer,60 y mas,2025,137584648809000,267415351191000,Educacion,Iztapalapa
450,449,2015,8,Pobreza muy alta,Hombre,0-11,1297,771629876773000,182237012323000,Educacion,La Magdalena Contreras
451,450,2015,8,Pobreza muy alta,Hombre,12-29,692,368290024076000,101570997592000,Educacion,La Magdalena Contreras
452,451,2015,8,Pobreza muy alta,Hombre,30-44,955,64746710917700,126253289082000,Educacion,La Magdalena Contreras
453,452,2015,8,Pobreza muy alta,Mujer,0-11,1230,691258224969000,17687417750300,Educacion,La Magdalena Contreras
454,453,2015,8,Pobreza muy alta,Mujer,45-59,1714,122745486087000,220054513913000,Educacion,La Magdalena Contreras
455,454,2015,8,Pobreza muy alta,Mujer,60 y mas,3249,239928512790000,409871487210000,Educacion,La Magdalena Contreras
456,455,2015,8,Pobreza muy alta,Mujer,No especificado,107,33514602956700,180485397043000,Educacion,La Magdalena Contreras
457,456,2015,8,Pobreza alta,Hombre,0-11,35,-142024224223000,842024224223000,Educacion,La Magdalena Contreras
458,457,2015,8,Pobreza alta,Hombre,12-29,1240,783343149302000,169665685070000,Educacion,La Magdalena Contreras
459,458,2015,8,Pobreza alta,Mujer,0-11,49,-124647319814000,110464731981000,Educacion,La Magdalena Contreras
460,459,2015,8,Pobreza alta,Mujer,12-29,959,5972899455290,13207100544700,Educacion,La Magdalena Contreras
461,460,2015,8,Pobreza alta,Mujer,45-59,917,493483050665000,134051694933000,Educacion,La Magdalena Contreras
462,461,2015,8,Pobreza moderada,Hombre,60 y mas,2868,218961518867000,354638481133000,Educacion,La Magdalena Contreras
463,462,2015,8,Satisfaccion mínima,Hombre,12-29,12410,986555490677000,149544450932000,Educacion,La Magdalena Contreras
464,463,2015,8,Satisfaccion mínima,Hombre,30-44,6756,555618264974000,795581735026000,Educacion,La Magdalena Contreras
465,464,2015,8,Satisfaccion mínima,Hombre,45-59,5156,402413335130000,628786664870000,Educacion,La Magdalena Contreras
466,465,2015,8,Satisfaccion mínima,Hombre,60 y mas,3026,217727233047000,387472766953000,Educacion,La Magdalena Contreras
467,466,2015,8,Satisfaccion mínima,Mujer,30-44,7554,587968353889000,922831646111000,Educacion,La Magdalena Contreras
468,467,2015,8,Estrato medio,Hombre,12-29,9602,791481709503000,112891829050000,Educacion,La Magdalena Contreras
469,468,2015,8,Estrato medio,Hombre,60 y mas,3952,30952918993200,48087081006800,Educacion,La Magdalena Contreras
470,469,2015,8,Estrato medio,Mujer,0-11,7073,567900268912000,846699731088000,Educacion,La Magdalena Contreras
471,470,2015,8,Estrato medio,Mujer,30-44,10109,807264956837000,121453504316000,Educacion,La Magdalena Contreras
472,471,2015,8,Estrato alto,Mujer,0-11,3221,238460351417000,405739648583000,Educacion,La Magdalena Contreras
473,472,2015,8,Estrato alto,Mujer,30-44,406,179045486430000,632954513570000,Educacion,La Magdalena Contreras
474,473,2015,9,Pobreza muy alta,Hombre,0-11,988,539691766482000,143630823352000,Educacion,Milpa Alta
475,474,2015,9,Pobreza muy alta,Hombre,12-29,479,262208958138000,695791041862000,Educacion,Milpa Alta
476,475,2015,9,Pobreza muy alta,Hombre,30-44,569,336451968192000,801548031808000,Educacion,Milpa Alta
477,476,2015,9,Pobreza muy alta,Hombre,60 y mas,1109,692700680394000,152529931961000,Educacion,Milpa Alta
478,477,2015,9,Pobreza muy alta,Mujer,12-29,388,188875604057000,587124395943000,Educacion,Milpa Alta
479,478,2015,9,Pobreza muy alta,Mujer,45-59,1006,663072908821000,134892709118000,Educacion,Milpa Alta
480,479,2015,9,Pobreza muy alta,Mujer,60 y mas,1699,109579755947000,230220244053000,Educacion,Milpa Alta
481,480,2015,9,Pobreza alta,Hombre,0-11,79,-297332926631000,160973329266000,Educacion,Milpa Alta
482,481,2015,9,Pobreza alta,Hombre,12-29,965,659539731026000,127046026897000,Educacion,Milpa Alta
483,482,2015,9,Pobreza alta,Mujer,0-11,60,462351384913000,115376486151000,Educacion,Milpa Alta
484,483,2015,9,Pobreza alta,Mujer,45-59,673,408391213440000,937608786560000,Educacion,Milpa Alta
485,484,2015,9,Pobreza alta,Mujer,60 y mas,564,352626957206000,775373042794000,Educacion,Milpa Alta
486,485,2015,9,Pobreza moderada,Hombre,30-44,5381,349612985330000,726587014670000,Educacion,Milpa Alta
487,486,2015,9,Satisfaccion mínima,Mujer,60 y mas,1443,941825457861000,19441745421400,Educacion,Milpa Alta
488,487,2015,9,Estrato medio,Mujer,45-59,2723,185408031880000,359191968120000,Educacion,Milpa Alta
489,488,2015,9,Estrato alto,Hombre,0-11,1732,944226638362000,251977336164000,Educacion,Milpa Alta
490,489,2015,9,Estrato alto,Hombre,12-29,135,347939340427000,235206065957000,Educacion,Milpa Alta
491,490,2015,9,Estrato alto,Mujer,30-44,59,-119195169312000,129919516931000,Educacion,Milpa Alta
492,491,2015,10,Pobreza muy alta,Hombre,0-11,3878,28761285046000,48798714954000,Educacion,Álvaro Obregón
493,492,2015,10,Pobreza muy alta,Hombre,30-44,2771,146236176958000,407963823042000,Educacion,Álvaro Obregón
494,493,2015,10,Pobreza muy alta,Hombre,No especificado,187,-568917231008000,379689172310000,Educacion,Álvaro Obregón
495,494,2015,10,Pobreza muy alta,Mujer,12-29,1935,974222766830000,289577723317000,Educacion,Álvaro Obregón
496,495,2015,10,Pobreza muy alta,Mujer,45-59,4175,305706219155000,529293780845000,Educacion,Álvaro Obregón
